calories,protein,fat,sodium,fiber,carbo,sugars,mfr_G,mfr_K,mfr_N,mfr_P,mfr_Q,mfr_R,shelf,rating
-2.8465489007575973,0.5166642197889152,1.42974795616773,0.9090364471100265,0.3277792467972332,0.40745391769468176,1.669220694453292,1.0,0.0,0.0,0.0,0.0,0.0,2,39.241114
1.0414552126792311,-0.36923988533506824,-0.25368676761498143,1.1362626721453957,0.5010816504439295,0.45494761929321625,-0.42065338655202483,0.0,0.0,0.0,0.0,1.0,0.0,2,45.328074
-1.0294265382915548,0.5182314244124056,-1.2766604204861,-0.3574887557286201,0.38618041336841763,0.2528571783083658,0.6159122475255806,1.0,0.0,0.0,0.0,0.0,0.0,2,26.734515
-0.34083433839917915,-1.0873254647103372,0.2571562555449036,1.6804969918301047,0.5750867827551355,-1.7557713020684813,0.06366848704572355,0.0,0.0,0.0,0.0,0.0,0.0,2,54.850917
1.2364178148409266,1.7594790669899638,-0.6852258841498561,2.298920140044026,0.7441001474175392,-0.7690496233912975,0.678897586975594,0.0,0.0,0.0,0.0,0.0,1.0,3,37.136863
1.1931177697501671,1.9630698505840234,-0.45562459709174713,2.1646921354828073,0.692565153911259,-0.2146107591608257,0.8111223724249629,0.0,0.0,0.0,0.0,0.0,1.0,3,34.139765
1.8657225561766235,3.6861528683772025,-0.3396360844076895,0.509938512494125,-1.48012575484635,-1.2753213356696524,0.20564771447587743,0.0,1.0,0.0,0.0,0.0,0.0,3,30.313351
-0.6869254020640891,-0.16239603718225254,0.223837807388536,-0.13286124701064458,0.13611116570881063,0.6581438422262389,0.5968085441400576,1.0,0.0,0.0,0.0,0.0,0.0,1,40.105965
-0.8782078858052468,0.6070839864008175,-0.6774238525194055,-0.016773192469945717,-0.6270219435765857,0.41747741536315786,-0.6754781382766908,0.0,1.0,0.0,0.0,0.0,0.0,2,29.924285
0.9423271439687493,2.4596867472352657,1.0567468365203332,0.9882679595933537,-1.4979844039505383,-0.18460327217572625,-0.218154961084487,0.0,1.0,0.0,0.0,0.0,0.0,3,40.69232
-0.5747517022069023,-1.2089289746389875,1.5794160373301238,0.09318335912476043,-0.12163703406919345,-0.26789887210846625,0.6240673317098101,0.0,1.0,0.0,0.0,0.0,0.0,3,59.642837
1.3720881989950688,1.7543294950207329,-0.7020894144560733,0.46979792482853994,-0.8325056602489853,0.012342309377888655,-0.7103994723525279,1.0,0.0,0.0,0.0,0.0,0.0,3,30.450843
3.2431183108247184,1.5588360926221525,-0.32612164527852994,-1.2536509023240907,-0.5150063535504046,-0.24094044911686785,1.1441443389903019,0.0,0.0,0.0,1.0,0.0,0.0,3,37.840594
-1.7192620944668053,0.9137796737218006,3.1981137881506143,-1.0651926310280175,1.7227032111367926,0.5632411473287727,-0.873698438565253,0.0,1.0,0.0,0.0,0.0,0.0,3,41.50354
-2.658410192574452,-5.066369524054086,-1.1449551057767717,0.2687412223963143,0.5647992036366859,-0.019154465240777293,-0.271886409018833,0.0,0.0,0.0,0.0,1.0,0.0,3,60.756112
-1.6229888845752263,-5.250702474123847,-1.1002071108309466,0.4122127249927302,1.0531292422226508,0.017829523286850744,0.13258364729375605,0.0,0.0,0.0,0.0,1.0,0.0,3,63.005645
1.105425373235761,-0.6705793648814812,0.2081650906114846,0.5841824015646804,-0.2483817068069066,-0.008765948843912203,-0.8088328895254985,0.0,0.0,0.0,0.0,1.0,0.0,3,49.511874
2.4870203438194394,1.622359696604377,0.2613193896519311,-0.8205369356469726,-0.6890496953301382,-0.3043629570420474,1.112929986999253,0.0,1.0,0.0,0.0,0.0,0.0,2,39.259197
1.5831526519301253,-0.37183324678756274,-0.9692053935711155,0.3311812578605737,0.18944116506391162,0.5815401240469518,-0.8242008911332033,1.0,0.0,0.0,0.0,0.0,0.0,3,39.7034
0.2823789298539673,-1.684940566738739,-0.5031773426818866,-0.5852348300282126,-0.7686082934275322,-1.4603946502945202,-1.2506074168077927,0.0,1.0,0.0,0.0,0.0,0.0,3,55.333142
-2.982802512289558,0.061606209214591146,1.5625506066543646,-0.04702652675573306,-0.9912180354920755,0.17244317747478288,0.37213282057146363,0.0,0.0,0.0,0.0,0.0,1.0,1,41.998933
-2.3445960380404713,0.25331594057581774,1.793190249667406,0.04655949255784479,-0.9941605656608963,0.6983612104434327,0.31677276597946846,0.0,1.0,0.0,0.0,0.0,0.0,1,40.560159
-0.8286042979017813,-3.239328757681053,0.07025866812593778,0.5636819539679933,-0.33118614929600326,-1.177265082212315,0.45592514710184734,0.0,0.0,1.0,0.0,0.0,0.0,1,68.235885
0.6306576061917402,-2.4670071255783754,0.910148186731522,0.802593020531709,-1.4161366967360776,-1.632423689791622,-0.20766546130161798,0.0,0.0,1.0,0.0,0.0,0.0,1,74.472949
0.19542578979660302,-2.3648161490880057,0.9334278668770204,0.9545955389140228,-1.5278745779136451,-1.6711280524212333,-0.36574486447322246,0.0,0.0,1.0,0.0,0.0,0.0,1,72.801787
-0.16302145056526526,0.12885484072562328,-2.5208798152482577,-0.6743962494962807,0.32965106042918474,-0.566758894929307,-0.1863272991150483,0.0,1.0,0.0,0.0,0.0,0.0,2,31.230054
-0.14389076201928497,-0.27630751249285496,2.078328252814271,1.4482740213844716,0.3742362428567527,0.005380345473775237,1.0549580954781599,0.0,1.0,0.0,0.0,0.0,0.0,1,53.131324
-0.516367997627892,-1.630234739260735,-0.11452072383998661,-0.3452167319225484,0.14361690001947958,-1.6259803827886188,0.33075543817698216,0.0,0.0,1.0,0.0,0.0,0.0,2,59.363993
-2.1334430989065525,1.1355466066496598,2.102673513200654,-0.33604787980512374,1.7312660555750774,-0.3559136003895709,-1.638679677414556,1.0,0.0,0.0,0.0,0.0,0.0,3,38.839746
1.8829324734213344,3.9977348741385175,1.2455475094632829,-1.7338332492792612,1.5056057907022786,-1.741743476334764,0.36051564196628105,1.0,0.0,0.0,0.0,0.0,0.0,3,28.592785
-0.2222783574704394,0.4550263126305499,2.140363313922011,-0.6162009857264311,2.5219582093937842,-0.1670655249572171,-0.9137136570351481,1.0,0.0,0.0,0.0,0.0,0.0,3,46.658844
-1.442523869278716,0.26080802149905846,1.1604456256657325,0.5313507478781253,-1.0531215913183711,0.8175030109521821,-0.6652227992781651,1.0,0.0,0.0,0.0,0.0,0.0,3,39.106174
-1.634842274814191,0.41752960858174304,-1.6722057176837437,-0.5935530595167003,0.13429256206824944,-0.08268238296683195,0.2579060898008189,1.0,0.0,0.0,0.0,0.0,0.0,2,27.753301
0.3896971898104854,-0.4756260102158785,1.1820067270407502,0.3344986093731609,-0.49486074589083356,0.8208247834435378,-0.3281009454257831,0.0,0.0,0.0,0.0,0.0,1.0,1,49.787445
-0.17230441950463726,-0.49107010594106626,1.163945338682801,0.5806254310764113,0.14657009213587033,0.2908060566208653,0.62748461441468,1.0,0.0,0.0,0.0,0.0,0.0,1,51.592193
-0.7449963606774421,0.2612195548270957,-0.21143039060608385,-0.08568914006982967,-0.4911847742568962,0.48581060800479403,-0.33974884339089567,1.0,0.0,0.0,0.0,0.0,0.0,1,36.187559
